"TechTemplateName","Status","AccumulatedResearch","IsSelector","Source"
"Project_EliteMarineAssaultUnit","FactionFinished",,"False","FactionProject"
"Project_Farm","FactionFinished",,"False","FactionProject"
"Project_FissionOutpostKit","FactionFinished",,"False","FactionProject"
"Project_FissionPile","FactionFinished",,"False","FactionProject"
"Project_FissionReactorArray","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorIV","FactionFinished",,"False","FactionProject"
"Project_GlobalCommandStructure","FactionFinished",,"False","FactionProject"
"Project_GrapheneBattery","FactionFinished",,"False","FactionProject"
"Project_HeavyFissionPile","FactionFinished",,"False","FactionProject"
"Project_HeavyFissionReactorArray","FactionFinished",,"False","FactionProject"
"Project_HydraBiology","FactionFinished",,"False","FactionProject"
"Project_HydroponicsBay","FactionFinished",,"False","FactionProject"
"Project_ImprovedInterplanetaryRockets","FactionFinished",,"False","FactionProject"
"Project_LarsDrive","FactionFinished",,"False","FactionProject"
"Project_LayeredDefenseArray","FactionFinished",,"False","FactionProject"
"Project_LifeScienceLab","FactionFinished",,"False","FactionProject"
"Project_Liquid-FuelRockets","FactionFinished",,"False","FactionProject"
"Project_LiquidHydrogenContainment","FactionFinished",,"False","FactionProject"
"Project_Magazine","FactionFinished",,"False","FactionProject"
"Project_MarineAssaultUnit","FactionFinished",,"False","FactionProject"
"Project_MarineCompanyBarracks","FactionFinished",,"False","FactionProject"
"Project_MarinePlatoonBarracks","FactionFinished",,"False","FactionProject"
"Project_MaterialsLab","FactionFinished",,"False","FactionProject"
"Project_MaximumEffort","FactionFinished",,"False","FactionProject"
"Project_MilitaryScienceLab","FactionFinished",,"False","FactionProject"
"Project_MoltenCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_Nanofactory","FactionFinished",,"False","FactionProject"
"Project_NanotubeFilamentRadiator","FactionFinished",,"False","FactionProject"
"Project_NervaDrive","FactionFinished",,"False","FactionProject"
"Project_NuclearFreighters","FactionFinished",,"False","FactionProject"
"Project_OperationsCenter","FactionFinished",,"False","FactionProject"
"Project_OrbitalCore","FactionFinished",,"False","FactionProject"
"Project_OutpostCore","FactionFinished",,"False","FactionProject"
"Project_OutpostMiningComplex","FactionFinished",,"False","FactionProject"
"Project_Pherocytes","FactionFinished",,"False","FactionProject"
"Project_PlatformCore","FactionFinished",,"False","FactionProject"
"Project_PointDefenseArcLaserTurret","FactionFinished",,"False","FactionProject"
"Project_PointDefenseArray","FactionFinished",,"False","FactionProject"
"Project_PointDefenseLaserTurret","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk1","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk2","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk3","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk1","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk2","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk3","FactionFinished",,"False","FactionProject"
"Project_ResearchCampus","FactionFinished",,"False","FactionProject"
"Project_SettlementCore","FactionFinished",,"False","FactionProject"
"Project_SettlementMiningComplex","FactionFinished",,"False","FactionProject"
"Project_Shipyard","FactionFinished",,"False","FactionProject"
"Project_SkunkWorks","FactionFinished",,"False","FactionProject"
"Project_SlushHydrogenTankage","FactionFinished",,"False","FactionProject"
"Project_SolarArray","FactionFinished",,"False","FactionProject"
"Project_SolarCollector","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorIV","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorV","FactionFinished",,"False","FactionProject"
"Project_Solid-FuelSpaceRockets","FactionFinished",,"False","FactionProject"
"Project_SpaceDock","FactionFinished",,"False","FactionProject"
"Project_SpaceScienceLab","FactionFinished",,"False","FactionProject"
"Project_SpaceTugs","FactionFinished",,"False","FactionProject"
"Project_TargetingComputer1","FactionFinished",,"False","FactionProject"
"Project_TheirMethods","FactionFinished",,"False","FactionProject"
"Project_TheirMovements","FactionFinished",,"False","FactionProject"
"Project_TheirOperations","FactionFinished",,"False","FactionProject"
"Project_TheirOrigin","FactionFinished",,"False","FactionProject"
"Project_TheirSignatures","FactionFinished",,"False","FactionProject"
"Project_TheirTechnology","FactionFinished",,"False","FactionProject"
"Project_TransnationalCoordination","FactionFinished",,"False","FactionProject"
"Project_Warships","FactionFinished",,"False","FactionProject"
"Project_XenologyLab","FactionFinished",,"False","FactionProject"
"Project_XenoscienceResearchCenter","FactionFinished",,"False","FactionProject"
"QuantumComputing","GlobalFinished",,"False","Global"
"QuantumEncryption","GlobalFinished",,"False","Global"
"Railguns","GlobalFinished",,"False","Global"
"SelfRepairingSoftware","GlobalFinished",,"False","Global"
"SettlementHabs","GlobalFinished",,"False","Global"
"Skywatch","GlobalFinished",,"False","Global"
"SolidCoreFissionSystems","GlobalFinished",,"False","Global"
"SpaceAgriculture","GlobalFinished",,"False","Global"
"SpaceAssaultDoctrine","GlobalFinished",,"False","Global"
"SpaceCommerce","GlobalFinished",,"False","Global"
"SpaceMedicine","GlobalFinished",,"False","Global"
"SpaceMiningandRefining","GlobalFinished",,"False","Global"
"SpaceNavies","GlobalFinished",,"False","Global"
"SpaceResearch","GlobalFinished",,"False","Global"
"SpaceTourism","GlobalFinished",,"False","Global"
"Superalloys","GlobalFinished",,"False","Global"
"Supercapacitors","GlobalFinished",,"False","Global"
"SuperconductingMagnets","GlobalFinished",,"False","Global"
"TerrestrialMilitaryScience","GlobalFinished",,"False","Global"
"Tokamaks","GlobalFinished",,"False","Global"
"TransformPhages","GlobalFinished",,"False","Global"
"TransInterfaceWarfare","GlobalFinished",,"False","Global"
"Ultracapacitors","GlobalFinished",,"False","Global"
"UltravioletCombatLasers","GlobalFinished",,"False","Global"
"UnityMovements","GlobalFinished",,"False","Global"
"VacuumElectrostaticPrinciples","GlobalFinished",,"False","Global"
"VisibleCombatLasers","GlobalFinished",,"False","Global"
"WeAreNotAlone","GlobalFinished",,"False","Global"
"WhiteCollarAutomation","GlobalFinished",,"False","Global"
"ZPinchTechniques","GlobalFinished",,"False","Global"
