"SiteID","templateName","displayName","ParentBodyID","ParentBodyName","SolarMultiplier","Latitude","Longitude","WaterPerDay","VolatilesPerDay","MetalsPerDay","NoblesPerDay","FissilesPerDay","HasHab","HabID","HabType","HabSchematicTemplateName","IsShipyard","HabLevel","MCCost","FactionID","FactionName","MiningLevel","pendingHab"
"4164","MarsSite16","Terra Sirenum","7","Mars","0.388321","-39.7","-150.0","1.185208","1.79013","6.111712","0.08185847","0.0","True","13514","Base",,"False","2","3","4089","the Resistance","2","True"
"4165","MarsSite17","Daedalia Planum","7","Mars","0.388321","-21.8","-128.0","1.223318","1.593555","2.824542","0.0","0.01747796","True","24346","Base","ResearchHabSchematic","False","2","3","4091","the Initiative","2","True"
"4166","MarsSite18","Valles Marineris","7","Mars","0.388321","-13.9","-59.2","1.392796","1.310201","0.2813567","0.09378558","0.0","True","25531","Base","InfluenceHabSchematic","False","2","3","4093","the Protectorate","2","True"
"4167","MarsSite19","Scylla Scopulus","7","Mars","0.388321","-20.1","19.0","1.271832","1.577136","1.011332","0.0","0.0","True","26139","Base","InfluenceHabSchematic","False","2","3","4093","the Protectorate","2","True"
"4168","MarsSite20","Tyrrhena Terra","7","Mars","0.388321","-14.8","90.0","1.331447","1.339906","0.3910356","0.1003401","0.0","True","24848","Base","InfluenceHabSchematic","False","2","3","4093","the Protectorate","2","True"
"4169","MarsSite21","Aonia Terra","7","Mars","0.388321","-60.0","-97.0","3.058295","1.297777","0.3904761","0.1369586","0.07143536","True","17690","Base","ShipbuildingHabSchematic","True","3","4","4093","the Protectorate","3","True"
"4170","MarsSite22","Argyre Planitia","7","Mars","0.388321","-49.7","316.0","3.131798","1.105106","1.334043","0.0","0.03203971","True","21960","Base","InfluenceHabSchematic","False","3","4","4093","the Protectorate","3","True"
"4171","MarsSite23","Noachis Terra","7","Mars","0.388321","-45.0","350.0","1.459134","1.808398","0.3414125","0.1707063","0.0","True","24974","Base","ResearchHabSchematic","False","2","3","4092","the Servants","2","True"
"4172","MarsSite24","Hellas Planitia","7","Mars","0.388321","-42.4","70.5","1.506713","1.455206","3.993235","0.0","0.2212974","True","96888","Base",,"False","2","3","4089","the Resistance","2","True"
"4173","MarsSite25","Promethei Terra","7","Mars","0.388321","-60.0","120.0","4.213953","1.901053","0.8613031","0.0237716","0.0","True","21249","Base","InfluenceHabSchematic","False","3","4","4092","the Servants","3","True"
"4175","PhobosSite1","Stickney Crater","8","Phobos","0.388338","2.0","133.0","1.913814","3.242555","0.0","0.0","0.0","True","10206","Base","ShipbuildingHabSchematic","True","2","3","4095","Project Exodus","2","True"
"4177","DeimosSite1","Voltaire Crater","9","Deimos","0.388311","22.0","176.5","0.7636432","1.003192","0.0","0.0","0.0","True","10472","Base","LEOHabSchematic","False","2","3","4094","the Academy","2","True"
"4184","MetisSite1","Cooper Nicalaus Crater","11","Metis","0.038247","13.0","-15.00343","2.230469","2.464941","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4186","AdrasteaSite1","Mudgett's Landing","12","Adrastea","0.038248","32.0","11.28268","2.902582","1.680108","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4188","AmaltheaSite1","Gaea Crater","13","Amalthea","0.038225","-80.0","90.0","1.804369","3.461194","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4190","ThebeSite1","Zethus Crater","14","Thebe","0.038259","10.0","5.0","2.282009","3.721814","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4194","IoSite1","Lei-Kung Fluctus","15","Io","0.038209","40.12","206.43","0.0","2.791167","4.927216","0.8196445","0.0","False",,,,"False",,,,,"0","False"
"4195","IoSite2","Chalybes Regio","15","Io","0.038209","56.88","95.33","0.0","2.825263","3.619341","0.0","0.02582678","False",,,,"False",,,,,"0","False"
"4196","IoSite3","Amaterasu Patera","15","Io","0.038209","38.21","-126.55","0.0","2.878933","3.418788","1.550875","0.0","False",,,,"False",,,,,"0","False"
"4197","IoSite4","Colchis Regio","15","Io","0.038209","2.47","-28.42","0.0","3.331962","3.168874","1.056291","0.03163242","False",,,,"False",,,,,"0","False"
"4198","IoSite5","Bosphorus Regio","15","Io","0.038209","-2.3","59.43","0.0","2.904393","3.303468","0.9163105","0.0","False",,,,"False",,,,,"0","False"
"4199","IoSite6","Media Regio","15","Io","0.038209","10.62","120.1","0.0","2.692041","3.348369","1.116123","0.01092065","False",,,,"False",,,,,"0","False"
"4200","IoSite7","Mycenae Regio","15","Io","0.038209","-36.6","15.05","0.0","3.510119","1.814101","0.6047004","0.004746956","False",,,,"False",,,,,"0","False"
"4201","IoSite8","Bactria Regio","15","Io","0.038209","-48.25","56.47","0.0","3.836991","4.167546","1.020677","0.0","False",,,,"False",,,,,"0","False"
"4202","IoSite9","Tarsus Regio","15","Io","0.038209","-36.69","126.6","0.0","3.618601","3.660094","0.6149629","0.0139925","False",,,,"False",,,,,"0","False"
"4206","EuropaSite1","Annwn Regio","16","Europa","0.038288","20.0","-140.0","5.892782","2.14809","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4207","EuropaSite2","Falga Regio","16","Europa","0.038288","30.0","-30.0","4.843308","1.819948","0.2854477","0.1427238","0.01806401","False",,,,"False",,,,,"0","False"
"4208","EuropaSite3","Rathmore Chaos","16","Europa","0.038288","25.4","105.0","4.861269","1.596241","0.3380402","0.1126801","0.0","False",,,,"False",,,,,"0","False"
"4209","EuropaSite4","Dyfed Regio","16","Europa","0.038288","10.0","-70.0","2.336887","0.7336228","0.7697776","0.3848888","0.0007217652","False",,,,"False",,,,,"0","False"
"4210","EuropaSite5","Powys Regio","16","Europa","0.038288","0.0","35.0","2.876048","1.88848","2.85187","0.3220861","0.3652091","False",,,,"False",,,,,"0","False"
"4211","EuropaSite6","Tara Regio","16","Europa","0.038288","-10.0","105.0","6.068702","3.19189","0.384629","0.1282097","0.003369432","False",,,,"False",,,,,"0","False"
"4212","EuropaSite7","Balgatan Regio","16","Europa","0.038288","-50.0","150.0","2.396021","1.590422","1.252626","0.4175421","0.03130381","False",,,,"False",,,,,"0","False"
"4213","EuropaSite8","Argadnel Regio","16","Europa","0.038288","-14.6","-28.5","4.719174","2.033036","0.3359648","0.1119883","0.1993238","False",,,,"False",,,,,"0","False"
"4214","EuropaSite9","Moytyra Regio","16","Europa","0.038288","-50.0","-114.3","6.952302","2.385155","1.806766","0.2379255","0.0","False",,,,"False",,,,,"0","False"
"4218","GanymedeSite1","Galileo Regio","17","Ganymede","0.038241","45.0","53.0","4.739697","1.995149","0.7179599","0.23932","0.0","False",,,,"False",,,,,"0","False"
"4219","GanymedeSite2","Xibalba Sulcus","17","Ganymede","0.038241","43.0","108.9","4.98305","1.99172","0.1783264","0.0","0.0","False",,,,"False",,,,,"0","False"
"4220","GanymedeSite3","Perrine Regio","17","Ganymede","0.038241","34.0","152.0","4.73428","0.5271675","1.178589","0.0","0.0","False",,,,"False",,,,,"0","False"
"4221","GanymedeSite4","Elam Sulci","17","Ganymede","0.038241","60.0","-20.0","4.200519","4.783082","1.120623","0.5603116","0.0","False",,,,"False",,,,,"0","False"
"4222","GanymedeSite5","Uruk Sulcus","17","Ganymede","0.038241","3.4","20.0","4.536832","1.235388","4.036789","0.8238873","0.0007405874","False",,,,"False",,,,,"0","False"
"4223","GanymedeSite6","Ta-urt Crater","17","Ganymede","0.038241","27.66","-124.2","2.885785","1.37648","1.424682","0.7123411","0.07864466","False",,,,"False",,,,,"0","False"
"4224","GanymedeSite7","Phrygia Sulcus","17","Ganymede","0.038241","12.0","159.4","5.559806","1.11431","0.4519972","0.0","0.0","False",,,,"False",,,,,"0","False"
"4225","GanymedeSite8","Marius Regio","17","Ganymede","0.038241","2.5","-7.7","5.11739","3.337411","0.9864798","0.0","0.0","False",,,,"False",,,,,"0","False"
"4226","GanymedeSite9","Sippar Sulcus","17","Ganymede","0.038241","-19.9","9.8","4.434915","1.604477","0.3739007","0.0","0.006806645","False",,,,"False",,,,,"0","False"
"4227","GanymedeSite10","Cisti Crater","17","Ganymede","0.038241","-31.6","115.77","4.578959","1.485687","1.342044","0.233144","0.0","False",,,,"False",,,,,"0","False"
"4228","GanymedeSite11","Barnard Regio","17","Ganymede","0.038241","-6.8","168.4","3.957808","1.728578","0.3610919","0.120364","0.0","False",,,,"False",,,,,"0","False"
"4229","GanymedeSite12","Melotte Regio","17","Ganymede","0.038241","-12.0","-65.0","4.379165","1.931083","2.134209","0.324463","0.5254061","False",,,,"False",,,,,"0","False"
"4230","GanymedeSite13","Osiris Crater","17","Ganymede","0.038241","-38.0","13.69","2.919874","1.30717","2.091892","0.6972973","0.4365971","False",,,,"False",,,,,"0","False"
"4231","GanymedeSite14","Humbaba Crater","17","Ganymede","0.038241","-55.15","112.69","4.272007","1.237393","1.033642","0.5168212","0.1009182","False",,,,"False",,,,,"0","False"
"4232","GanymedeSite15","Nicolson Regio","17","Ganymede","0.038241","-33.1","173.6","4.752832","1.486723","1.077124","0.2676853","0.2841458","True","97184","Base","ResearchHabSchematic","False","1","2","4092","the Servants","1","True"
"4233","GanymedeSite16","Apsu Sulci","17","Ganymede","0.038241","-37.5","-45.2","4.363954","0.7320963","0.3870835","0.0","0.04493228","False",,,,"False",,,,,"0","False"
"4237","CallistoSite1","Utgard","18","Callisto","0.038118","45.0","46.0","4.877141","1.65175","3.50887","0.0","0.0868873","False",,,,"False",,,,,"0","False"
"4238","CallistoSite2","Ymir Crater","18","Callisto","0.038118","79.0","80.3","6.117561","2.433323","0.08287916","0.04143958","0.005189493","False",,,,"False",,,,,"0","False"
"4239","CallistoSite3","Geirvimul Catena","18","Callisto","0.038118","48.9","-167.2","6.19381","2.390516","0.0690411","0.03452055","0.006412215","False",,,,"False",,,,,"0","False"
"4240","CallistoSite4","Gloi Crater","18","Callisto","0.038118","49.0","-65.0","6.185466","2.573164","0.4376178","0.0","0.01989656","False",,,,"False",,,,,"0","False"
"4241","CallistoSite5","Asgard","18","Callisto","0.038118","32.2","40.1","4.448503","1.87579","3.056231","1.332359","0.01352392","False",,,,"False",,,,,"0","False"
"4242","CallistoSite6","Valhalla","18","Callisto","0.038118","14.7","124.0","4.30144","1.71054","0.8015556","0.4007778","0.006481512","False",,,,"False",,,,,"0","False"
"4243","CallistoSite7","Kol Facula","18","Callisto","0.038118","4.5","-102.7","4.910022","1.820922","0.3091351","0.09934416","0.02476966","False",,,,"False",,,,,"0","False"
"4244","CallistoSite8","Vidarr Crater","18","Callisto","0.038118","12.1","-13.4","4.435636","1.468562","0.5511582","0.2755791","0.01621664","False",,,,"False",,,,,"0","False"
"4245","CallistoSite9","Ilma","18","Callisto","0.038118","-29.9","12.8","4.60105","1.565403","0.2967809","0.1483905","0.0","False",,,,"False",,,,,"0","False"
"4246","CallistoSite10","Thorir Crater","18","Callisto","0.038118","-31.9","113.3","4.522234","0.994507","0.3404558","0.1702279","0.2185619","False",,,,"False",,,,,"0","False"
"4247","CallistoSite11","Gunntro Catena","18","Callisto","0.038118","-19.5","-163.1","4.757957","2.304811","2.531985","0.7935134","0.126599","True","13870","Base",,"False","3","4","4096","the Aliens","3","True"
"4248","CallistoSite12","Bran Crater","18","Callisto","0.038118","-24.2","-25.6","4.663661","0.5379889","3.889413","0.5386338","0.1633066","False",,,,"False",,,,,"0","False"
"4249","CallistoSite13","Aegir Crater","18","Callisto","0.038118","-45.8","76.2","5.719167","2.521172","0.770051","0.1367223","0.0","False",,,,"False",,,,,"0","False"
"4250","CallistoSite14","Adlinda","18","Callisto","0.038118","-48.5","144.4","5.909221","2.761846","0.7263948","0.3234697","0.0","False",,,,"False",,,,,"0","False"
"4251","CallistoSite15","Lycaon Crater","18","Callisto","0.038118","-45.4","174.1","5.689135","2.144773","0.7895198","0.0","0.007479367","False",,,,"False",,,,,"0","False"
"4252","CallistoSite16","Lodurr Crater","18","Callisto","0.038118","-50.8","-90.1","5.634743","2.247292","0.284743","0.0","0.00555795","False",,,,"False",,,,,"0","False"
"4254","LedaSite1","Swan's Song Crater","19","Leda","0.038828","-32.0","-157.6167","1.703443","3.152044","0.2199334","0.0","0.0","False",,,,"False",,,,,"0","False"
"4257","HimaliaSite1","Blum Catena Facula","20","Himalia","0.038452","-46.0","-121.5154","0.8351219","1.643496","2.186515","0.5959445","0.0","False",,,,"False",,,,,"0","False"
"4259","LysitheaSite1","Jessie's Retreat","21","Lysithea","0.037335","19.0","78.61914","1.985766","4.869285","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4262","ElaraSite1","Ramscottle Chaos","22","Elara","0.03909","52.0","75.76765","2.258204","3.473777","0.341963","0.0","0.0","False",,,,"False",,,,,"0","False"
"4264","AnankeSite1","Enrico's Paradox","23","Ananke","0.037074","-46.0","161.6466","0.844263","1.510716","0.260905","0.0","0.06610075","False",,,,"False",,,,,"0","False"
"4267","CarmeSite1","Rupes Ramen Queen","24","Carme","0.036197","25.0","-137.4374","0.6577584","0.0","1.510782","0.0","0.0","False",,,,"False",,,,,"0","False"
"4270","PasiphaeSite1","Asterion Labyrinthus","25","Pasiphae","0.038619","-54.0","2.177338","1.667579","3.374058","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4272","SinopeSite1","Doctor Phishshoe Saxum","26","Sinope","0.041416","50.0","-113.6624","1.86211","3.125272","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4274","CallirrhoeSite1","Achelous Saxum","27","Callirrhoe","0.038914","45.0","175.3957","2.817394","2.90168","1.727769","0.575923","0.0","False",,,,"False",,,,,"0","False"
"4281","PanSite1","Terra Diana","29","Pan","0.012056","88.0","0.0","5.993723","0.09993901","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4283","AtlasSite1","Vallis Angelwood","30","Atlas","0.012054","-4.0","-53.91163","2.66337","0.4376269","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4285","PrometheusSite1","Aquila Saxum","31","Prometheus","0.012058","27.0","-143.5431","4.567903","0.6334321","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4287","PandoraSite1","Khuqa Crater","32","Pandora","0.012056","6.0","-179.6743","4.505975","0.363779","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4289","EpimetheusSite1","Pollux Crater","33","Epimetheus","0.012058","-5.0","-57.98775","3.348607","0.3969461","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4291","JanusSite1","Castor Crater","34","Janus","0.012057","-9.0","-4.402733","4.900749","0.0","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4293","MimasSite1","Herschel Crater","35","Mimas","0.012054","-1.38","68.24","5.880677","3.110172","0.4172615","0.1390872","0.0","False",,,,"False",,,,,"0","False"
"4295","EnceladusSite1","Sarandib Planitia","36","Enceladus","0.01206","10.23","-131.82","4.115455","4.079507","1.409","0.7045002","0.0","False",,,,"False",,,,,"0","False"
"4296","EnceladusSite2","Makra Sulci","36","Enceladus","0.01206","-54.4","135.8","4.225199","5.894054","0.3210403","0.1070134","0.0","True","12839","Base",,"False","3","4","4096","the Aliens","3","True"
"4299","TethysSite1","Odysseus Crater","37","Tethys","0.012052","32.82","51.11","5.951479","2.625014","0.605675","0.3028375","0.0","False",,,,"False",,,,,"0","False"
"4300","TethysSite2","Ithaca Chasma","37","Tethys","0.012052","-14.0","173.9","6.230812","2.948493","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4301","TethysSite3","Penelope Crater","37","Tethys","0.012052","10.83","-69.22","6.058105","1.585572","0.7342411","0.3671205","0.0","False",,,,"False",,,,,"0","False"
"4302","TethysSite4","Telemus Crater","37","Tethys","0.012052","-34.53","-176.89","5.683414","2.220506","0.422405","0.2112025","0.00544195","False",,,,"False",,,,,"0","False"
"4304","TelestoSite1","Hornet's Nest","38","Telesto","0.012058","-29.0","-165.4273","3.575174","0.6279782","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4306","CalypsoSite1","Vigier's Point","39","Calypso","0.012059","51.0","-11.87787","3.760525","0.259734","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4309","DioneSite1","Aeneas Crater","40","Dione","0.012062","25.89","133.73","6.011413","2.173202","0.7167088","0.05104731","0.003023043","False",,,,"False",,,,,"0","False"
"4310","DioneSite2","Eurotas Chasmata","40","Dione","0.012062","18.0","-90.0","5.907887","2.360651","0.0","0.0","0.00722505","False",,,,"False",,,,,"0","False"
"4311","DioneSite3","Pantagias Catenae","40","Dione","0.012062","-15.3","38.3","4.458749","2.594263","1.831434","0.504745","0.1275356","False",,,,"False",,,,,"0","False"
"4312","DioneSite4","Palatine Chasmata","40","Dione","0.012062","-48.0","-136.0","5.586863","2.065548","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4314","HeleneSite1","Reen's Redoubt","41","Helene","0.01206","-20.0","96.87537","3.764414","0.4659846","0.0","0.0","0.0","False",,,,"False",,,,,"0","False"
"4317","RheaSite1","Tirawa Basin","42","Rhea","0.012055","34.2","28.3","5.69714","3.174084","0.7351748","0.0943669","0.0","False",,,,"False",,,,,"0","False"
"4318","RheaSite2","Avaiki Chasmata","42","Rhea","0.012055","25.0","-99.0","5.684802","2.551446","0.1255821","0.0","0.0","False",,,,"False",,,,,"0","False"
"4319","RheaSite3","Inktomi Crater","42","Rhea","0.012055","-14.1","67.9","4.390037","2.480529","0.336721","0.1122403","0.0","False",,,,"False",,,,,"0","False"
"4320","RheaSite4","Izanagi Basin","42","Rhea","0.012055","-49.4","-130.2","5.995922","2.401824","0.1054164","0.0","0.0","False",,,,"False",,,,,"0","False"
"4324","TitanSite1","Kraken Mare","43","Titan","0.012046","68.0","-130.0","1.929236","3.61198","0.3037899","0.1518949","0.0","False",,,,"False",,,,,"0","False"
"4325","TitanSite2","Caladan Planitia","43","Titan","0.012046","31.0","-46.0","2.781694","2.502918","0.5448312","0.0","0.04490709","False",,,,"False",,,,,"0","False"
"4326","TitanSite3","Mackay Lacus","43","Titan","0.012046","78.32","82.47","1.922841","3.837803","0.6514806","0.0","0.0","False",,,,"False",,,,,"0","False"
"4327","TitanSite4","Poritrin Planitia","43","Titan","0.012046","48.0","156.0","1.902465","2.468048","0.4509036","0.0","0.05337528","False",,,,"False",,,,,"0","False"
"4328","TitanSite5","Aaru","43","Titan","0.012046","10.0","-160.0","1.768609","3.550856","0.8772395","0.0","0.03427315","False",,,,"False",,,,,"0","False"
"4329","TitanSite6","Belet","43","Titan","0.012046","-5.0","-75.0","1.956904","4.140468","0.7484744","0.2494915","0.0284001","False",,,,"False",,,,,"0","False"
"4330","TitanSite7","Dilmun","43","Titan","0.012046","15.0","5.0","2.089488","4.097735","0.4499725","0.006605625","0.03241892","False",,,,"False",,,,,"0","False"
"4331","TitanSite8","Quivira","43","Titan","0.012046","0.0","165.0","2.067452","3.969954","0.2891433","0.09638109","0.01001409","False",,,,"False",,,,,"0","False"
"4332","TitanSite9","Senkyo","43","Titan","0.012046","-5.0","-140.0","1.729152","3.873698","0.6358815","0.02242458","0.01252181","False",,,,"False",,,,,"0","False"
"4333","TitanSite10","Shangri-La","43","Titan","0.012046","-10.0","15.0","1.983342","4.193602","0.6484256","0.0","0.0","False",,,,"False",,,,,"0","False"
"4334","TitanSite11","Xanadu","43","Titan","0.012046","-15.0","80.0","1.9642","4.727503","2.288615","0.0","0.03683835","False",,,,"False",,,,,"0","False"
"4335","TitanSite12","Aztlan","43","Titan","0.012046","10.0","160.0","1.646506","4.174932","0.9252812","0.4626406","0.01108655","False",,,,"False",,,,,"0","False"
"4336","TitanSite13","Buzzell Planitia","43","Titan","0.012046","-66.3","-82.7","2.326855","3.881914","0.4111771","0.1644566","0.0","False",,,,"False",,,,,"0","False"
"4337","TitanSite14","Ching-Tu","43","Titan","0.012046","-30.0","-25.0","1.787916","4.10618","0.3074663","0.1537331","0.07316434","False",,,,"False",,,,,"0","False"
"4338","TitanSite15","Arrakis Planitia","43","Titan","0.012046","-78.4","63.0","1.655176","2.33409","0.7977869","0.0","0.06552157","False",,,,"False",,,,,"0","False"
"4339","TitanSite16","Tsegihi","43","Titan","0.012046","-40.0","170.0","2.249042","5.617439","0.6413191","0.0","0.0","False",,,,"False",,,,,"0","False"
"4342","HyperionSite1","Bahloo Crater","44","Hyperion","0.012073","36.0","-16.0","4.228822","1.897463","0.5734171","0.0","0.202803","False",,,,"False",,,,,"0","False"
"4345","IapetusSite1","Cassini Regio","45","Iapetus","0.012004","-28.1","87.4","4.011256","4.557661","2.121998","0.0","0.04141894","True","10238","Base",,"False","3","4","4096","the Aliens","3","True"
"4346","IapetusSite2","Roncevaux Terra","45","Iapetus","0.012004","37.0","-59.5","6.087684","2.542203","0.2380784","0.07935948","0.0","False",,,,"False",,,,,"0","False"
"4347","IapetusSite3","Malprimis Basin","45","Iapetus","0.012004","-15.2","61.8","2.811631","4.000419","0.6048777","0.2016259","0.0","False",,,,"False",,,,,"0","False"
"4348","IapetusSite4","Engelier Basin","45","Iapetus","0.012004","-40.5","-84.7","5.715872","2.375904","0.145121","0.0426334","0.0","False",,,,"False",,,,,"0","False"
