"TechTemplateName","Status","AccumulatedResearch","IsSelector","Source"
"Project_AlienContainment","FactionFinished",,"False","FactionProject"
"Project_AlienFlora","FactionFinished",,"False","FactionProject"
"Project_AmplitronDrive","FactionFinished",,"False","FactionProject"
"Project_AnacondaMissileBay","FactionFinished",,"False","FactionProject"
"Project_AntimatterHarvester","FactionFinished",,"False","FactionProject"
"Project_AntimatterMicrofissionDrive","FactionFinished",,"False","FactionProject"
"Project_AntimatterTrap","FactionFinished",,"False","FactionProject"
"Project_Apparatchiks","FactionFinished",,"False","FactionProject"
"Project_AresTorpedoBay","FactionFinished",,"False","FactionProject"
"Project_ArmorStruts","FactionFinished",,"False","FactionProject"
"Project_ArrivalStockMarkets","FactionFinished",,"False","FactionProject"
"Project_AthenaTorpedoBay","FactionFinished",,"False","FactionProject"
"Project_AutomatedFissionPile","FactionFinished",,"False","FactionProject"
"Project_AutomatedFissionPlatformKit","FactionFinished",,"False","FactionProject"
"Project_AutomatedMiningComplex","FactionFinished",,"False","FactionProject"
"Project_AutomatedOutpostCore","FactionFinished",,"False","FactionProject"
"Project_AutomatedPlatformCore","FactionFinished",,"False","FactionProject"
"Project_AutomatedSolarCollector","FactionFinished",,"False","FactionProject"
"Project_AutomatedSolarOutpostKit","FactionFinished",,"False","FactionProject"
"Project_AutomatedSolarPlatformKit","FactionFinished",,"False","FactionProject"
"Project_AutomatedSupplyDepot","FactionFinished",,"False","FactionProject"
"Project_Battlestations","FactionFinished",,"False","FactionProject"
"Project_BroadcastOutlet","FactionFinished",,"False","FactionProject"
"Project_BurnerDrive","FactionFinished",,"False","FactionProject"
"Project_CerebrusNuclearTorpedoBay","FactionFinished",,"False","FactionProject"
"Project_CermetNerva","FactionFinished",,"False","FactionProject"
"Project_ClandestineCells","FactionFinished",,"False","FactionProject"
"Project_CobaltDustRadiator","FactionFinished",,"False","FactionProject"
"Project_CoilCannonMk1","FactionFinished",,"False","FactionProject"
"Project_CoilCannonMk2","FactionFinished",,"False","FactionProject"
"Project_CoilgunBatteryMk1","FactionFinished",,"False","FactionProject"
"Project_CoilgunBatteryMk2","FactionFinished",,"False","FactionProject"
"Project_ColloidDrive","FactionFinished",,"False","FactionProject"
"Project_ColonyCore","FactionFinished",,"False","FactionProject"
"Project_ColonyMiningComplex","FactionFinished",,"False","FactionProject"
"Project_CommercialMiningCompanies","FactionFinished",,"False","FactionProject"
"Project_CommercialRocketCompanies","FactionFinished",,"False","FactionProject"
"Project_CommonCause","FactionFinished",,"False","FactionProject"
"Project_CommunicationsHub","FactionFinished",,"False","FactionProject"
"Project_ComponentArmor","FactionFinished",,"False","FactionProject"
"Project_CompositeArmor","FactionFinished",,"False","FactionProject"
"Project_ConstructionModule","FactionFinished",,"False","FactionProject"
"Project_ContrabandScanners","FactionFinished",,"False","FactionProject"
"Project_CopperheadMissileBay","FactionFinished",,"False","FactionProject"
"Project_CorridorDiplomacy","FactionFinished",,"False","FactionProject"
"Project_CovertOperations","FactionFinished",,"False","FactionProject"
"Project_CryogenicLiquid-FuelRockets","FactionFinished",,"False","FactionProject"
"Project_CyberneticImplants","FactionFinished",,"False","FactionProject"
"Project_Cyborging","FactionFinished",,"False","FactionProject"
"Project_Cyclotron","FactionFinished",,"False","FactionProject"
"Project_DeepSpaceMetallurgy","FactionFinished",,"False","FactionProject"
"Project_DevolvedSpaceCommand","FactionFinished",,"False","FactionProject"
"Project_Dumbo","FactionFinished",,"False","FactionProject"
"Project_EBeamBatteries","FactionFinished",,"False","FactionProject"
"Project_E-BeamDrive","FactionFinished",,"False","FactionProject"
"Project_ECM1","FactionFinished",,"False","FactionProject"
"Project_ECM2","FactionFinished",,"False","FactionProject"
"Project_ECM3","FactionFinished",,"False","FactionProject"
"Project_ElectronLance","FactionFinished",,"False","FactionProject"
"Project_ElectrostaticConfinementFusionReactorI","FactionFinished",,"False","FactionProject"
"Project_EliteMarineAssaultUnit","FactionFinished",,"False","FactionProject"
"Project_EnergyLab","FactionFinished",,"False","FactionProject"
"Project_EnergyResearchCenter","FactionFinished",,"False","FactionProject"
"Project_ExecutiveProtection","FactionFinished",,"False","FactionProject"
"Project_Exotics","FactionFinished",,"False","FactionProject"
"Project_Farm","FactionFinished",,"False","FactionProject"
"Project_FissionOutpostKit","FactionFinished",,"False","FactionProject"
"Project_FissionPile","FactionFinished",,"False","FactionProject"
"Project_FissionPlatformKit","FactionFinished",,"False","FactionProject"
"Project_FissionReactorArray","FactionFinished",,"False","FactionProject"
"Project_FissionReactorFarm","FactionFinished",,"False","FactionProject"
"Project_FissionSpinnerDrive","FactionFinished",,"False","FactionProject"
"Project_FlagBridge","FactionFinished",,"False","FactionProject"
"Project_FleetCombatants","FactionFinished",,"False","FactionProject"
"Project_FoamedMetalArmor","FactionFinished",,"False","FactionProject"
"Project_FuelCellII","FactionFinished",,"False","FactionProject"
"Project_FusionTokamakI","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_GasCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_GeriatricsFacility","FactionFinished",,"False","FactionProject"
"Project_GlobalCommandStructure","FactionFinished",,"False","FactionProject"
"Project_GlobalListeningNetwork","FactionFinished",,"False","FactionProject"
"Project_GrapheneBattery","FactionFinished",,"False","FactionProject"
"Project_GreaterUnitedNorthAmerica","FactionFinished",,"False","FactionProject"
"Project_GridDrive","FactionFinished",,"False","FactionProject"
"Project_GriffinAutopsy","FactionFinished",,"False","FactionProject"
"Project_HeavyDumbo","FactionFinished",,"False","FactionProject"
"Project_HeavyFissionPile","FactionFinished",,"False","FactionProject"
"Project_HeavyFissionReactorArray","FactionFinished",,"False","FactionProject"
"Project_HeavyFissionReactorFarm","FactionFinished",,"False","FactionProject"
"Project_HeliconDrive","FactionFinished",,"False","FactionProject"
"Project_HighThrustProbes","FactionFinished",,"False","FactionProject"
"Project_HybridAir-BreathingRockets","FactionFinished",,"False","FactionProject"
"Project_HydraBiology","FactionFinished",,"False","FactionProject"
"Project_HydraInterrogation","FactionFinished",,"False","FactionProject"
"Project_HydraLanguage","FactionFinished",,"False","FactionProject"
"Project_HydroponicsBay","FactionFinished",,"False","FactionProject"
"Project_ImprovedInterplanetaryRockets","FactionFinished",,"False","FactionProject"
"Project_ImprovedMaintenanceProcedures","FactionFinished",,"False","FactionProject"
"Project_InformationScienceLab","FactionFinished",,"False","FactionProject"
"Project_InformationScienceResearchCenter","FactionFinished",,"False","FactionProject"
"Project_InstitutionalOutreach","FactionFinished",,"False","FactionProject"
"Project_InstrumentsofSoftPower","FactionFinished",,"False","FactionProject"
"Project_IonBatteries","FactionFinished",,"False","FactionProject"
"Project_IonCannon","FactionFinished",,"False","FactionProject"
"Project_IonDrive","FactionFinished",,"False","FactionProject"
"Project_IonicDustRadiator","FactionFinished",,"False","FactionProject"
"Project_ISRUModule","FactionFinished",,"False","FactionProject"
"Project_KiwiDrive","FactionFinished",,"False","FactionProject"
"Project_LanceheadMissileBay","FactionFinished",,"False","FactionProject"
"Project_LarsDrive","FactionFinished",,"False","FactionProject"
"Project_LaserEngine","FactionFinished",,"False","FactionProject"
"Project_LayeredDefenseArray","FactionFinished",,"False","FactionProject"
"Project_LifeScienceLab","FactionFinished",,"False","FactionProject"
"Project_LifeScienceResearchCenter","FactionFinished",,"False","FactionProject"
"Project_LightbulbDrive","FactionFinished",,"False","FactionProject"
"Project_Liquid-FuelRockets","FactionFinished",,"False","FactionProject"
"Project_LiquidHydrogenContainment","FactionFinished",,"False","FactionProject"
"Project_Lithium-SulfurBattery","FactionFinished",,"False","FactionProject"
"Project_LorentzDrive","FactionFinished",,"False","FactionProject"
"Project_LoyaltyTraining","FactionFinished",,"False","FactionProject"
"Project_Magazine","FactionFinished",,"False","FactionProject"
"Project_MarineAssaultUnit","FactionFinished",,"False","FactionProject"
"Project_MarineCompanyBarracks","FactionFinished",,"False","FactionProject"
"Project_MarinePlatoonBarracks","FactionFinished",,"False","FactionProject"
"Project_Maskirovka","FactionFinished",,"False","FactionProject"
"Project_MassDriver","FactionFinished",,"False","FactionProject"
"Project_MaterialsLab","FactionFinished",,"False","FactionProject"
"Project_MaterialsResearchCenter","FactionFinished",,"False","FactionProject"
"Project_MaximumEffort","FactionFinished",,"False","FactionProject"
"Project_MilitaryScienceLab","FactionFinished",,"False","FactionProject"
"Project_MilitaryScienceResearchCenter","FactionFinished",,"False","FactionProject"
"Project_MirrorCellFusionReactorI","FactionFinished",,"False","FactionProject"
"Project_MobileSpaceScienceLab","FactionFinished",,"False","FactionProject"
"Project_MoltenCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_MoltenCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_MoltenCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_MoltenSaltBattery","FactionFinished",,"False","FactionProject"
"Project_MoltenSaltFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_MoltenSaltFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_MolybdenumPipeRadiator","FactionFinished",,"False","FactionProject"
"Project_MuonSpiker","FactionFinished",,"False","FactionProject"
"Project_Nanofactory","FactionFinished",,"False","FactionProject"
"Project_NanotubeArmor","FactionFinished",,"False","FactionProject"
"Project_NanotubeFilamentRadiator","FactionFinished",,"False","FactionProject"
"Project_NemesisNuclearTorpedoBay","FactionFinished",,"False","FactionProject"
"Project_NervaDrive","FactionFinished",,"False","FactionProject"
"Project_NeuralEngineering","FactionFinished",,"False","FactionProject"
"Project_NuclearFreighters","FactionFinished",,"False","FactionProject"
"Project_OperationsCenter","FactionFinished",,"False","FactionProject"
"Project_OperationsResearch","FactionFinished",,"False","FactionProject"
"Project_OrbitalCore","FactionFinished",,"False","FactionProject"
"Project_OrbitalHospital","FactionFinished",,"False","FactionProject"
"Project_OrionDrive","FactionFinished",,"False","FactionProject"
"Project_OutpostCore","FactionFinished",,"False","FactionProject"
"Project_OutpostMiningComplex","FactionFinished",,"False","FactionProject"
"Project_ParticleBeamBatteries","FactionFinished",,"False","FactionProject"
"Project_ParticleCollider","FactionFinished",,"False","FactionProject"
"Project_ParticleLance","FactionFinished",,"False","FactionProject"
"Project_PatrolVessels","FactionFinished",,"False","FactionProject"
"Project_PebbleDrive","FactionFinished",,"False","FactionProject"
"Project_PharosDrive","FactionFinished",,"False","FactionProject"
"Project_Pherocytes","FactionFinished",,"False","FactionProject"
"Project_PlatformCore","FactionFinished",,"False","FactionProject"
"Project_PointDefenseArcLaserTurret","FactionFinished",,"False","FactionProject"
"Project_PointDefenseArray","FactionFinished",,"False","FactionProject"
"Project_PointDefenseLaserTurret","FactionFinished",,"False","FactionProject"
"Project_PonderomotiveVASIMR","FactionFinished",,"False","FactionProject"
"Project_PotassiumHeatSink","FactionFinished",,"False","FactionProject"
"Project_PublicizeAlienThreat","FactionFinished",,"False","FactionProject"
"Project_PulsarDrive","FactionFinished",,"False","FactionProject"
"Project_PulsedPlasmoidDrive","FactionFinished",,"False","FactionProject"
"Project_QuantumBattery","FactionFinished",,"False","FactionProject"
"Project_Quarters","FactionFinished",,"False","FactionProject"
"Project_QuartzDrive","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk1","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk2","FactionFinished",,"False","FactionProject"
"Project_RailCannonMk3","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk1","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk2","FactionFinished",,"False","FactionProject"
"Project_RailgunBatteryMk3","FactionFinished",,"False","FactionProject"
"Project_RapidShipbuilding","FactionFinished",,"False","FactionProject"
"Project_RemassScoop","FactionFinished",,"False","FactionProject"
"Project_RepairBay","FactionFinished",,"False","FactionProject"
"Project_ResearchCampus","FactionFinished",,"False","FactionProject"
"Project_ResidentialModule","FactionFinished",,"False","FactionProject"
"Project_ResistVictory","FactionFinished",,"False","FactionProject"
"Project_ReusableRockets","FactionFinished",,"False","FactionProject"
"Project_RingCore","FactionFinished",,"False","FactionProject"
"Project_RoverDrive","FactionFinished",,"False","FactionProject"
"Project_SaltWaterBattery","FactionFinished",,"False","FactionProject"
"Project_SalvageBay","FactionFinished",,"False","FactionProject"
"Project_Scramjets","FactionFinished",,"False","FactionProject"
"Project_SecurityMeasures","FactionFinished",,"False","FactionProject"
"Project_SettlementCore","FactionFinished",,"False","FactionProject"
"Project_SettlementMiningComplex","FactionFinished",,"False","FactionProject"
"Project_ShipsoftheLine","FactionFinished",,"False","FactionProject"
"Project_Shipyard","FactionFinished",,"False","FactionProject"
"Project_SkunkWorks","FactionFinished",,"False","FactionProject"
"Project_SlushHydrogenTankage","FactionFinished",,"False","FactionProject"
"Project_SnareDrive","FactionFinished",,"False","FactionProject"
"Project_SocialScienceLab","FactionFinished",,"False","FactionProject"
"Project_SodiumHeatSink","FactionFinished",,"False","FactionProject"
"Project_SolarArray","FactionFinished",,"False","FactionProject"
"Project_SolarCollector","FactionFinished",,"False","FactionProject"
"Project_SolarFarm","FactionFinished",,"False","FactionProject"
"Project_SolarOutpostKit","FactionFinished",,"False","FactionProject"
"Project_SolarPlatformKit","FactionFinished",,"False","FactionProject"
"Project_SolarSteamers","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorIV","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorIX","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorV","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorVI","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorVII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorVIII","FactionFinished",,"False","FactionProject"
"Project_SolidCoreFissionReactorX","FactionFinished",,"False","FactionProject"
"Project_Solid-FuelSpaceRockets","FactionFinished",,"False","FactionProject"
"Project_SpaceDock","FactionFinished",,"False","FactionProject"
"Project_SpaceForceBasicTraining","FactionFinished",,"False","FactionProject"
"Project_SpaceNavyAcademies","FactionFinished",,"False","FactionProject"
"Project_SpaceportSecurityFramework","FactionFinished",,"False","FactionProject"
"Project_SpaceScienceLab","FactionFinished",,"False","FactionProject"
"Project_SpaceScienceResearchCenter","FactionFinished",,"False","FactionProject"
"Project_SpaceTrafficControl","FactionFinished",,"False","FactionProject"
"Project_SpaceTugs","FactionFinished",,"False","FactionProject"
"Project_Spaceworks","FactionFinished",,"False","FactionProject"
"Project_StrategicDeception","FactionFinished",,"False","FactionProject"
"Project_StrategicLobbying","FactionFinished",,"False","FactionProject"
"Project_SuperconductingCoilBattery","FactionFinished",,"False","FactionProject"
"Project_SuperconductingMassDriver","FactionFinished",,"False","FactionProject"
"Project_SupplyDepot","FactionFinished",,"False","FactionProject"
"Project_TargetingComputer1","FactionFinished",,"False","FactionProject"
"Project_TargetingComputer2","FactionFinished",,"False","FactionProject"
"Project_TargetingComputer3","FactionFinished",,"False","FactionProject"
"Project_TeardropDrive","FactionFinished",,"False","FactionProject"
"Project_TheChokePoint","FactionFinished",,"False","FactionProject"
"Project_TheFinalAssault","FactionFinished",,"False","FactionProject"
"Project_TheirComputers","FactionFinished",,"False","FactionProject"
"Project_TheirMethods","FactionFinished",,"False","FactionProject"
"Project_TheirMovements","FactionFinished",,"False","FactionProject"
"Project_TheirOperations","FactionFinished",,"False","FactionProject"
"Project_TheirOrigin","FactionFinished",,"False","FactionProject"
"Project_TheirPurpose","FactionFinished",,"False","FactionProject"
"Project_TheirSignatures","FactionFinished",,"False","FactionProject"
"Project_TheirTechnology","FactionFinished",,"False","FactionProject"
"Project_TinDropletRadiator","FactionFinished",,"False","FactionProject"
"Project_TouristBerth","FactionFinished",,"False","FactionProject"
"Project_TransnationalCoordination","FactionFinished",,"False","FactionProject"
"Project_TritonFusorDrive","FactionFinished",,"False","FactionProject"
"Project_TritonReflexDrive","FactionFinished",,"False","FactionProject"
"Project_TritonTorusDrive","FactionFinished",,"False","FactionProject"
"Project_TungstenResistojet","FactionFinished",,"False","FactionProject"
"Project_UnitedEffort","FactionFinished",,"False","FactionProject"
"Project_UnitedNorthAmerica","FactionFinished",,"False","FactionProject"
"Project_VaporCoreFissionReactorI","FactionFinished",,"False","FactionProject"
"Project_VaporCoreFissionReactorII","FactionFinished",,"False","FactionProject"
"Project_VaporCoreFissionReactorIII","FactionFinished",,"False","FactionProject"
"Project_VASIMR","FactionFinished",,"False","FactionProject"
"Project_ViperMissileBay","FactionFinished",,"False","FactionProject"
"Project_VortexDrive","FactionFinished",,"False","FactionProject"
"Project_Warships","FactionFinished",,"False","FactionProject"
"Project_Wormholes","FactionFinished",,"False","FactionProject"
"Project_XenofloraDefoliants","FactionFinished",,"False","FactionProject"
"Project_XenologyLab","FactionFinished",,"False","FactionProject"
"Project_XenoscienceResearchCenter","FactionFinished",,"False","FactionProject"
"Project_Z-pinchMicrofissionDrive","FactionFinished",,"False","FactionProject"
"QuantumComputing","GlobalFinished",,"False","Global"
"QuantumEncryption","GlobalFinished",,"False","Global"
"Railguns","GlobalFinished",,"False","Global"
"SelfRepairingSoftware","GlobalFinished",,"False","Global"
"SettlementHabs","GlobalFinished",,"False","Global"
"Skywatch","GlobalFinished",,"False","Global"
"SolidCoreFissionSystems","GlobalFinished",,"False","Global"
"SpaceAgriculture","GlobalFinished",,"False","Global"
"SpaceAssaultDoctrine","GlobalFinished",,"False","Global"
"SpaceCommerce","GlobalFinished",,"False","Global"
"SpaceMedicine","GlobalFinished",,"False","Global"
"SpaceMiningandRefining","GlobalFinished",,"False","Global"
"SpaceNavies","GlobalFinished",,"False","Global"
"SpaceResearch","GlobalFinished",,"False","Global"
"SpaceTourism","GlobalFinished",,"False","Global"
"Superalloys","GlobalFinished",,"False","Global"
"Supercapacitors","GlobalFinished",,"False","Global"
"SuperconductingMagnets","GlobalFinished",,"False","Global"
"TerrestrialMilitaryScience","GlobalFinished",,"False","Global"
"Tokamaks","GlobalFinished",,"False","Global"
"TransformPhages","GlobalFinished",,"False","Global"
"TransInterfaceWarfare","GlobalFinished",,"False","Global"
"Ultracapacitors","GlobalFinished",,"False","Global"
"UltravioletCombatLasers","GlobalFinished",,"False","Global"
"UnityMovements","GlobalFinished",,"False","Global"
"VacuumElectrostaticPrinciples","GlobalFinished",,"False","Global"
"VisibleCombatLasers","GlobalFinished",,"False","Global"
"WeAreNotAlone","GlobalFinished",,"False","Global"
"WhiteCollarAutomation","GlobalFinished",,"False","Global"
"ZPinchTechniques","GlobalFinished",,"False","Global"
