"HabID","HabName","HabType","HabSchematicTemplateName","FactionID","FactionName","InEarthLEO","StaticHab","HasHabSite","HabSiteID","OrbitBodyName","HabLevel","MCCost"
"80790","Kearsarge Station","Station","ShipbuildingHabSchematic","4090","Humanity First","False","False","False",,"Venus","1","2"
"18505","Kongo Base","Base","InfluenceHabSchematic","4090","Humanity First","False","False","True","4692",,"1","2"
"35460","Mauna Kea Base","Base","StrongholdHabSchematic","4090","Humanity First","False","False","True","4958",,"2","3"
"76746","Maya Base","Base","ResearchHabSchematic","4090","Humanity First","False","False","True","4115",,"1","2"
"32752","Myoko Base","Base","ResearchHabSchematic","4090","Humanity First","False","False","True","5013",,"2","3"
"32986","Nachi Base","Base","ShipbuildingHabSchematic","4090","Humanity First","False","False","True","4800",,"1","2"
"34121","Nanga Parbat Base","Base","ShipbuildingHabSchematic","4090","Humanity First","False","False","True","4911",,"1","2"
"37944","Olympus Base","Base",,"4090","Humanity First","False","False","True","4835",,"2","3"
"37658","Rainier Base","Base","ShipbuildingHabSchematic","4090","Humanity First","False","False","True","5058",,"2","3"
"30346","Takao Base","Base","ResearchHabSchematic","4090","Humanity First","False","False","True","4815",,"1","2"
"36654","Talamanca Base","Base","ShipbuildingHabSchematic","4090","Humanity First","False","False","True","4767",,"1","2"
"25154","Afanasiy Nikitin Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4803",,"1","2"
"21062","Amelia Earhart Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4884",,"2","3"
"20775","Arnarson Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4569",,"1","2"
"22733","Cabeza de Vaca Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4653",,"1","2"
"24346","Carpini Base","Base","ResearchHabSchematic","4091","the Initiative","False","False","True","4165",,"2","3"
"22293","De Soto Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4905",,"2","3"
"24373","Dom Henrique Station","Station","MissionControlHabSchematic","4091","the Initiative","True","False","False",,"Earth","1","2"
"20514","Erik the Red Base","Base","OperationsHabSchematic","4091","the Initiative","False","False","True","4677",,"1","2"
"24927","Eudoxus Station","Station","ShipbuildingHabSchematic","4091","the Initiative","False","False","False",,"2212 Hephaistos","1","2"
"20257","Gan Ying Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4528",,"2","3"
"21011","Gardar Svavarsson Station","Station","OperationsHabSchematic","4091","the Initiative","False","False","False",,"Comet Encke","1","2"
"18472","Henry Hudson Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4629",,"2","3"
"18085","Lewis and Clark Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4638",,"1","2"
"18826","Naddoddur Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4806",,"2","3"
"19027","Saint Brendan Base","Base","StrongholdHabSchematic","4091","the Initiative","False","False","True","4516",,"2","3"
"25843","Scylax Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4752",,"1","2"
"24584","Sebastian Cabot Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4587",,"1","2"
"25573","William Barentsz Base","Base","LEOHabSchematic","4091","the Initiative","False","False","True","4886",,"2","3"
"19593","Xu Fu Base","Base","ShipbuildingHabSchematic","4091","the Initiative","False","False","True","4617",,"2","3"
"9082","Xuanzang Base","Base","ResearchHabSchematic","4091","the Initiative","False","False","True","4134",,"2","3"
"21530","Yaqut al-Hamawi Station","Station","InfluenceHabSchematic","4091","the Initiative","False","False","False",,"Mars","1","2"
"23666","Yermak Timofeyevich Base","Base","StrongholdHabSchematic","4091","the Initiative","False","False","True","4546",,"2","3"
"38230","Babylon Station","Station","ShipbuildingHabSchematic","4092","the Servants","False","False","False",,"49 Pales","1","2"
"21249","Badaling Base","Base","InfluenceHabSchematic","4092","the Servants","False","False","True","4173",,"3","4"
"18979","Carcassone Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4558",,"2","3"
"48389","Carlsbad Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4644",,"1","2"
"24019","Chartres Base","Base","ShipbuildingHabSchematic","4092","the Servants","False","False","True","4575",,"2","3"
"26948","Cyrene Station","Station","ShipbuildingHabSchematic","4092","the Servants","False","False","False",,"5731 Zeus","2","3"
"20690","Delos Base","Base","InfluenceHabSchematic","4092","the Servants","False","False","True","4593",,"2","3"
"25809","Eiffel Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4158",,"2","3"
"9682","Fontainebleau Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4138",,"3","4"
"22509","Giza Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4162",,"2","3"
"28814","Glacier Station","Station","ShipbuildingHabSchematic","4092","the Servants","False","False","False",,"7092 Cadmus","2","3"
"28649","Gran Quivira Station","Station","InfluenceHabSchematic","4092","the Servants","True","False","False",,"Earth","2","3"
"28151","Ha Long Bay Base","Base","LEOHabSchematic","4092","the Servants","False","False","True","4513",,"2","3"
"97184","Halicarnassus Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4232",,"1","2"
"27287","Lushan Base","Base","StrongholdHabSchematic","4092","the Servants","False","False","True","4683",,"2","3"
"24974","Machu Picchu Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4171",,"2","3"
"44659","Maiden Tower Station","Station","ShipbuildingHabSchematic","4092","the Servants","False","False","False",,"129 Antigone","1","2"
"22100","Meteora Base","Base","MoneyHabSchematic","4092","the Servants","False","False","True","4161",,"3","4"
"37840","Purnululu Station","Station","LEOHabSchematic","4092","the Servants","True","False","False",,"Earth","2","3"
"39086","Tanis Base","Base","ShipbuildingHabSchematic","4092","the Servants","False","False","True","5018",,"2","3"
"16912","Taos Base","Base","ShipbuildingHabSchematic","4092","the Servants","False","False","True","4833",,"2","3"
"21719","Virunga Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4155",,"3","4"
"23193","Vizcaya Base","Base","ResearchHabSchematic","4092","the Servants","False","False","True","4160",,"2","3"
"27826","Anoshirvan Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"20 Massalia","3","4"
"45510","Augustus Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"55 Pandora","3","4"
"21960","Caesar Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4170",,"3","4"
"44958","Casimir III the Great Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"8 Flora","3","4"
"22779","Catherine the Great Base","Base","StrongholdHabSchematic","4093","the Protectorate","False","False","True","4584",,"2","3"
"29490","Churchill Base","Base","ResearchHabSchematic","4093","the Protectorate","False","False","True","4794",,"2","3"
"24848","Constantine Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4168",,"2","3"
"26893","Garibaldi Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4809",,"2","3"
"85202","Huangbo Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4113",,"2","3"
"24264","Lilouokalani Base","Base","ResearchHabSchematic","4093","the Protectorate","False","False","True","4157",,"2","3"
"10824","Llywelyn Base","Base","ShipbuildingHabSchematic","4093","the Protectorate","False","False","True","4136",,"3","4"
"50305","Maria Theresa Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"Venus","3","4"
"29077","Musa Keita Base","Base","ShipbuildingHabSchematic","4093","the Protectorate","False","False","True","4656",,"2","3"
"28061","Peter the Great Base","Base","StrongholdHabSchematic","4093","the Protectorate","False","False","True","4632",,"2","3"
"17690","Qin Shi Huangdi Base","Base","ShipbuildingHabSchematic","4093","the Protectorate","False","False","True","4169",,"3","4"
"25531","Roosevelt Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4166",,"2","3"
"26139","Saladin Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4167",,"2","3"
"76203","Sonni Ali Base","Base","ShipbuildingHabSchematic","4093","the Protectorate","False","False","True","4561",,"1","2"
"23704","Taizong Base","Base","ShipbuildingHabSchematic","4093","the Protectorate","False","False","True","4163",,"2","3"
"73309","Washington Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"Mercury","2","3"
"22066","Willem de Zwijger Base","Base","InfluenceHabSchematic","4093","the Protectorate","False","False","True","4152",,"2","3"
"45602","Xerxes Station","Station","InfluenceHabSchematic","4093","the Protectorate","False","False","False",,"196 Philomela","3","4"
"43955","Adolfo Pérez Esquivel Base","Base","InfluenceHabSchematic","4094","the Academy","False","False","True","4555",,"2","3"
"40251","Cassius Dio Base","Base","ResearchHabSchematic","4094","the Academy","False","False","True","4611",,"2","3"
"25472","Diogenes Station","Station","ShipbuildingHabSchematic","4094","the Academy","True","False","False",,"Earth","2","3"
"39778","Eisaku Sato Base","Base","OperationsHabSchematic","4094","the Academy","False","False","True","4133",,"2","3"
"36992","Elizabeth C. Stanton Base","Base","ResearchHabSchematic","4094","the Academy","False","False","True","4776",,"2","3"
"36115","Empedocles Station","Station","ShipbuildingHabSchematic","4094","the Academy","False","False","False",,"20 Massalia","2","3"
"64769","Gandhi Base","Base","LEOHabSchematic","4094","the Academy","False","False","True","4827",,"1","2"
"42921","Guo Jujing Base","Base","MissionControlHabSchematic","4094","the Academy","False","False","True","4525",,"2","3"
"42082","Horace Mann Base","Base","LEOHabSchematic","4094","the Academy","False","False","True","4581",,"2","3"
"70966","Jane Addams Station","Station","ShipbuildingHabSchematic","4094","the Academy","True","False","False",,"Earth","2","3"
"23974","Martin Luther King Jr. Base","Base","LEOHabSchematic","4094","the Academy","False","False","True","4647",,"2","3"
"31151","Plato Base","Base","OperationsHabSchematic","4094","the Academy","False","False","True","4564",,"2","3"
"41226","Seneca Station","Station","LEOHabSchematic","4094","the Academy","True","False","False",,"Earth","2","3"
"70939","Socrates Station","Station","ShipbuildingHabSchematic","4094","the Academy","False","False","False",,"Venus","2","3"
"66602","Sophocles Base","Base","LEOHabSchematic","4094","the Academy","False","False","True","4980",,"1","2"
"30628","Thales Station","Station","ShipbuildingHabSchematic","4094","the Academy","False","False","False",,"19 Fortuna","2","3"
"4083","The International Space Station","Station","InfluenceHabSchematic","4094","the Academy","True","False","False",,"Earth","2","3"
"10472","Varian Fry Base","Base","LEOHabSchematic","4094","the Academy","False","False","True","4177",,"2","3"
"45223","Yulgok Yi Base","Base","OperationsHabSchematic","4094","the Academy","False","False","True","4608",,"2","3"
"32195","Carpenter Base","Base","ResearchHabSchematic","4095","Project Exodus","False","False","True","4572",,"2","3"
"31419","Collins Base","Base","InfluenceHabSchematic","4095","Project Exodus","False","False","True","4668",,"1","2"
"99165","Cooper Station","Station","InfluenceHabSchematic","4095","Project Exodus","False","False","False",,"Mercury","1","2"
"34893","Edward White Base","Base","StrongholdHabSchematic","4095","Project Exodus","False","False","True","4761",,"2","3"
"33838","Eisele Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","5330",,"1","2"
"29806","Farkas Base","Base","InfluenceHabSchematic","4095","Project Exodus","False","False","True","4680",,"1","2"
"34379","Fei Junlong Base","Base","StrongholdHabSchematic","4095","Project Exodus","False","False","True","4725",,"2","3"
"49551","Fuglesang Station","Station","MissionControlHabSchematic","4095","Project Exodus","False","False","False",,"22 Kalliope","1","2"
"34068","Gagarin Base","Base","LEOHabSchematic","4095","Project Exodus","False","False","True","4552",,"2","3"
"16149","Georgi Ivanov Base","Base","InfluenceHabSchematic","4095","Project Exodus","False","False","True","4635",,"2","3"
"29132","Hadfield Base","Base","StrongholdHabSchematic","4095","Project Exodus","False","False","True","4841",,"1","2"
"19242","Kanai Base","Base","StrongholdHabSchematic","4095","Project Exodus","False","False","True","4879",,"2","3"
"32410","Krikalev Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4818",,"2","3"
"32696","Leonov Base","Base","OperationsHabSchematic","4095","Project Exodus","False","False","True","4791",,"2","3"
"31929","Liu Wang Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4782",,"2","3"
"22027","Marcos Pontes Base","Base","MissionControlHabSchematic","4095","Project Exodus","False","False","True","5006",,"1","2"
"24887","Mattingly Base","Base","OperationsHabSchematic","4095","Project Exodus","False","False","True","4537",,"2","3"
"24556","Nie Haisheng Station","Station","InfluenceHabSchematic","4095","Project Exodus","False","False","False",,"21 Lutetia","1","2"
"27541","Ramon Base","Base","OperationsHabSchematic","4095","Project Exodus","False","False","True","4567",,"1","2"
"32932","Sarabhai Base","Base","LEOHabSchematic","4095","Project Exodus","False","False","True","4871",,"2","3"
"28698","Sharman Base","Base","InfluenceHabSchematic","4095","Project Exodus","False","False","True","4522",,"2","3"
"30411","Shephard Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4623",,"2","3"
"62491","Slayton Base","Base","ResearchHabSchematic","4095","Project Exodus","False","False","True","5065",,"1","2"
"34608","Swigert Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4945",,"1","2"
"31687","Titov Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4920",,"1","2"
"26849","Vandenberg Base","Base","MissionControlHabSchematic","4095","Project Exodus","False","False","True","4141",,"1","2"
"27249","Wakata Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4671",,"2","3"
"30883","Yamazaki Station","Station","ShipbuildingHabSchematic","4095","Project Exodus","False","False","False",,"53319 Thoth","1","2"
"10206","Yegorov Base","Base","ShipbuildingHabSchematic","4095","Project Exodus","False","False","True","4175",,"2","3"
"4086","Alien Station Able","Station",,"4096","the Aliens","False","False","False",,"Mbombo","3","4"
"4085","Alien Surface Base Alpha","Base",,"4096","the Aliens","False","False","True","5237",,"3","4"
"9132","Azure Forge Base","Base",,"4096","the Aliens","False","False","True","4471",,"3","4"
"23411","Cobalt Shield Station","Station",,"4096","the Aliens","False","False","False",,"409 Aspasia","3","4"
"13902","Concord Guardian Station","Station",,"4096","the Aliens","False","False","False",,"Callisto","3","4"
"10995","Diamond Guardian Base","Base",,"4096","the Aliens","False","False","True","5216",,"3","4"
"19488","Holy Fortress Base","Base",,"4096","the Aliens","False","False","True","4773",,"3","4"
"10238","Jade Fortress Base","Base",,"4096","the Aliens","False","False","True","4345",,"3","4"
"5860","Jade Shield Base","Base",,"4096","the Aliens","False","False","True","5238",,"3","4"
"8818","Lone Protector Base","Base",,"4096","the Aliens","False","False","True","4415",,"3","4"
"19519","Lonely Protector Station","Station",,"4096","the Aliens","False","False","False",,"165 Loreley","3","4"
"59384","Ocean Forge Station","Station",,"4096","the Aliens","False","True","False",,"Luna","2","3"
"12839","Red Knife Base","Base",,"4096","the Aliens","False","False","True","4296",,"3","4"
"11075","Righteous Guardian Base","Base",,"4096","the Aliens","False","False","True","5269",,"3","4"
"23372","Shadow Guardian Base","Base",,"4096","the Aliens","False","False","True","4876",,"3","4"
"11104","Silver Fortress Station","Station",,"4096","the Aliens","False","False","False",,"636872 Caeneus","3","4"
"17317","Silver Spear Base","Base",,"4096","the Aliens","False","False","True","4967",,"3","4"
"23120","Stalwart Blade Base","Base",,"4096","the Aliens","False","False","True","4698",,"3","4"
"17477","Stalwart Defender Station","Station",,"4096","the Aliens","False","False","False",,"1173 Anchises","3","4"
"23160","Stalwart Warden Station","Station",,"4096","the Aliens","False","False","False",,"92 Undina","3","4"
"9247","Steel Forge Station","Station",,"4096","the Aliens","False","False","False",,"Triton","3","4"
"11025","Steel Shield Station","Station",,"4096","the Aliens","False","False","False",,"Luison","3","4"
"8849","Steel Spear Station","Station",,"4096","the Aliens","False","False","False",,"Titania","3","4"
"13870","Unyielding Protector Base","Base",,"4096","the Aliens","False","False","True","4247",,"3","4"
"10269","Valiant Defender Station","Station",,"4096","the Aliens","False","False","False",,"Iapetus","3","4"
"12868","Valiant Phalanx Station","Station",,"4096","the Aliens","False","False","False",,"Enceladus","3","4"
