"FactionID","FactionName","FleetID","FleetName","ShipID","ShipName","TemplateName","CombatPower"
"4092","the Servants","48927","Sierra-31","60018","Airavata","SubmitCouncilShipTemplate273","4"
"4092","the Servants","48927","Sierra-31","48561","Galaxy","SubmitCouncilShipTemplate46","4"
"4089","the Resistance","72441","Romeo-105","76176","Liberty","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","76198","Majestic","playerShipTemplate252","1204"
"4089","the Resistance","72441","Romeo-105","76802","Reprisal","playerShipTemplate476","1204"
"4089","the Resistance","72441","Romeo-105","72440","Superb","playerShipTemplate476","1204"
"4089","the Resistance","72441","Romeo-105","72438","Long Range Laser","playerShipTemplate476","1204"
"4089","the Resistance","72441","Romeo-105","76253","Resolution","playerShipTemplate476","1204"
"4089","the Resistance","72441","Romeo-105","76527","Implacable","playerShipTemplate476","1204"
"4089","the Resistance","72441","Romeo-105","73554","Formidable","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","76251","Venerable","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","73744","Furious","playerShipTemplate252","1204"
"4089","the Resistance","38935","Romeo-12","76118","Brave","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","74986","Active","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","77069","Alliance","playerShipTemplate252","1204"
"4089","the Resistance","38935","Romeo-12","77256","Lively","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","72946","Astute","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","73276","Vehement","playerShipTemplate252","1204"
"4089","the Resistance","72383","Romeo-103","76540","Belliqueux","playerShipTemplate252","1204"
"4089","the Resistance","38935","Romeo-12","75039","Brilliant","playerShipTemplate253","1193"
"4089","the Resistance","38935","Romeo-12","73751","Beamrider Mk1","playerShipTemplate91","534"
"4089","the Resistance","38935","Romeo-12","49267","Mars Maquis Mk1 Block 4","playerShipTemplate92","503"
"4089","the Resistance","38935","Romeo-12","76709","Reliant","playerShipTemplate10","14"
"4089","the Resistance","72383","Romeo-103","75049","Swiftsure","playerShipTemplate10","14"
"4089","the Resistance","72383","Romeo-103","76249","Victorious","playerShipTemplate10","14"
"4089","the Resistance","72383","Romeo-103","75246","Vigilant","playerShipTemplate10","14"
"4089","the Resistance","38935","Romeo-12","76512","Liberty Underground Mk1","playerShipTemplate326","13"
"4093","the Protectorate","98606","Papa-24","98605","Cyrenaica","AppeaseCouncilShipTemplate77 Refit 1087 Refit 1137","453"
"4093","the Protectorate","72331","Papa-20","72330","Cambria","AppeaseCouncilShipTemplate229 Refit 1089","414"
"4093","the Protectorate","81176","Papa-23","81175","Yangon","AppeaseCouncilShipTemplate290","354"
"4093","the Protectorate","69388","Papa-18","69387","Karachi","AppeaseCouncilShipTemplate54 Refit 1085","352"
"4093","the Protectorate","76785","Papa-22","76774","Tripoli","AppeaseCouncilShipTemplate73","14"
"4093","the Protectorate","49275","Papa-5","49274","Lombardy","AppeaseCouncilShipTemplate67","3"
"4091","the Initiative","68490","India-15","51865","Mississippi","ExploitCouncilShipTemplate14","104"
"4091","the Initiative","68490","India-15","66309","Tamar","ExploitCouncilShipTemplate23","74"
"4091","the Initiative","68490","India-15","68489","Mekong","ExploitCouncilShipTemplate58","63"
"4091","the Initiative","68490","India-15","46730","Ishikari","ExploitCouncilShipTemplate50","63"
"4091","the Initiative","68490","India-15","41204","Fiddler","ExploitCouncilShipTemplate82","52"
"4091","the Initiative","68490","India-15","42337","Sawfish","ExploitCouncilShipTemplate98","2"
"4091","the Initiative","68490","India-15","39742","Balao","ExploitCouncilShipTemplate98","2"
"4091","the Initiative","68490","India-15","38803","Stickleback","ExploitCouncilShipTemplate30","2"
"4096","the Aliens","17272","Victor-31","37881","Ashen Whitestar","AlienCouncilShipTemplate163","10536"
"4096","the Aliens","50039","Victor-217","97457","Spectral Demon","AlienCouncilShipTemplate107","5296"
"4096","the Aliens","77670","Victor-401","80842","Concord Echo","AlienCouncilShipTemplate107","5296"
"4096","the Aliens","3910","Victor-6","32163","Golden Leviathan","AlienCouncilShipTemplate107","5296"
"4096","the Aliens","28116","Victor-69","68444","Graceful Demon","AlienCouncilShipTemplate106","4806"
"4096","the Aliens","28116","Victor-69","52187","Sacred Dream","AlienCouncilShipTemplate106","4806"
"4096","the Aliens","28116","Victor-69","64092","Lone Demon","AlienCouncilShipTemplate106","4806"
"4096","the Aliens","28116","Victor-69","40061","Bellicose Justice","AlienCouncilShipTemplate106","4806"
"4096","the Aliens","28116","Victor-69","43240","Primal Horror","AlienCouncilShipTemplate106","4806"
"4096","the Aliens","19449","Victor-34","96964","Divine Fury","AlienCouncilShipTemplate148","4537"
"4096","the Aliens","15055","Victor-27","27504","Iron Fury","AlienCouncilShipTemplate131","4537"
"4096","the Aliens","25773","Victor-51","25772","Divine Will","AlienCouncilShipTemplate148","4537"
"4096","the Aliens","10195","Victor-17","10194","Ruinous Warpath","AlienCouncilShipTemplate148","4537"
"4096","the Aliens","15055","Victor-27","39738","Faded Hope","AlienCouncilShipTemplate131","4537"
"4096","the Aliens","10062","Victor-16","26755","Blind Reaper","AlienCouncilShipTemplate148","4537"
"4096","the Aliens","9547","Victor-13","12908","Luminous Meteor","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","77129","Victor-383","39984","Furious Collapsar","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","77662","Victor-399","97254","Cosmic Ray","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","8910","Victor-11","93097","Elusive Star","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","3910","Victor-6","50806","Fading Constellation","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","19449","Victor-34","34426","Dark Galaxy","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","98945","Victor-452","31460","Consuming Darkstar","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","77670","Victor-401","37316","Icy Star","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","77662","Victor-399","97554","Runaway Star","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","97264","Victor-435","97263","Consuming Voidstar","AlienCouncilShipTemplate105","3784"
"4096","the Aliens","28116","Victor-69","72675","Vindicated Concord","AlienCouncilShipTemplate130","3536"
"4096","the Aliens","28116","Victor-69","47442","Unbowing Resolve","AlienCouncilShipTemplate130","3536"
"4096","the Aliens","28116","Victor-69","35384","Silent Reaper","AlienCouncilShipTemplate100","3487"
"4096","the Aliens","28116","Victor-69","36942","Faded Harmony","AlienCouncilShipTemplate100","3487"
"4096","the Aliens","28116","Victor-69","47250","Erupting Star","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","33887","Roaring Void","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","38922","Echoing Void","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","34650","Wandering Star","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","48188","Silver Pulsar","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","43165","White Dwarf","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","28116","Victor-69","39304","Silver Moon","AlienCouncilShipTemplate103","3434"
"4096","the Aliens","77129","Victor-383","59752","Scattered Neutrino","AlienCouncilShipTemplate99","2235"
"4096","the Aliens","84859","Victor-418","14618","Burning Star","AlienCouncilShipTemplate99","2235"
"4096","the Aliens","19449","Victor-34","48153","Blinding Star","AlienCouncilShipTemplate129","2235"
"4096","the Aliens","15055","Victor-27","22350","Iron Meteor","AlienCouncilShipTemplate145","2096"
"4096","the Aliens","23399","Victor-44","29404","Fading Nebula","AlienCouncilShipTemplate145","2096"
"4096","the Aliens","15055","Victor-27","66416","Decaying Star","AlienCouncilShipTemplate145","2096"
"4096","the Aliens","28116","Victor-69","66346","Vicious Blazar","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","54693","Bright Star","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","41195","Beaming Quasar","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","73699","Evasive Darkstar","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","75972","Crushing Gravity","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","28116","Victor-69","80641","Jade Star","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","80762","Iron Star","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","28116","Victor-69","66536","Dark Quasar","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","39113","Galactic Cloud","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","28116","Victor-69","38154","Endless Void","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","28116","Victor-69","40935","Arching Nebula","AlienCouncilShipTemplate97","2074"
"4096","the Aliens","28116","Victor-69","40614","Shimmering Pulsar","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","28116","Victor-69","40049","Resplendent Singularity","AlienCouncilShipTemplate127","2074"
"4096","the Aliens","98945","Victor-452","76850","Luminous Dawn","AlienCouncilShipTemplate98","1533"
"4096","the Aliens","98945","Victor-452","75975","Fair Seas","AlienCouncilShipTemplate98","1533"
"4096","the Aliens","98945","Victor-452","28891","Shattered Dawn","AlienCouncilShipTemplate128","1533"
"4096","the Aliens","98945","Victor-452","98683","Clear Wave","AlienCouncilShipTemplate98","1533"
"4096","the Aliens","98932","Victor-451","98931","Summit Wind","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","31220","Resonant Echo","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98154","Victor-443","97266","Blue Mist","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","7501","Victor-10","24674","Lone Echo","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","48688","Stone Veil","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","75072","Ice Shards","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","60216","Breaking Wave","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","66869","Luminous Storm","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","95918","Victor-428","29580","Silver Flower","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","15055","Victor-27","76404","Favorable Wind","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","13360","Furious Squall","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","50117","Cloud Serpent","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","84859","Victor-418","13057","Blue Mountain","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","8910","Victor-11","32182","Dawn Herald","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","77670","Victor-401","44013","Rising Dawn","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","15406","Victor-28","21093","Riparian Dawn","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","50039","Victor-217","80904","Island Dawn","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","80852","Victor-410","28897","Silver Mountain","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","77662","Victor-399","97722","Vernal Zephyr","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","52416","Iron Tree","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","98945","Victor-452","69422","Boreal Wind","AlienCouncilShipTemplate104","1503"
"4096","the Aliens","73002","Victor-351","90840","Cloud Veil","AlienCouncilShipTemplate104","1500"
"4096","the Aliens","84847","Victor-417","23367","Luminous Quasar","AlienCouncilShipTemplate123","1475"
"4096","the Aliens","8910","Victor-11","8909","Screaming Void","Ship16","1474"
"4096","the Aliens","3910","Victor-6","5427","Lonely Meteor","Ship16","1474"
"4096","the Aliens","8910","Victor-11","52541","Silver Guidestar","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","84859","Victor-418","43043","Fading Entropy","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","73002","Victor-351","80780","Eternal Pulsar","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","98945","Victor-452","37687","Devouring Void","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","98945","Victor-452","31972","Collapsing Void","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","34436","Victor-101","26232","Stardust Veil","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","80852","Victor-410","26975","Turbulent Void","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","77670","Victor-401","67944","Screaming Singularity","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","50039","Victor-217","38287","Golden Moon","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","23501","Victor-45","23500","Blinding Star","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","18666","Victor-32","18665","Falling Star","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","77129","Victor-383","42903","Banished Moon","AlienCouncilShipTemplate117","1466"
"4096","the Aliens","22021","Victor-40","10644","Diamond Star","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","11266","Victor-19","11265","Ashen Blackstar","AlienCouncilShipTemplate141","1466"
"4096","the Aliens","77662","Victor-399","77661","Fading Star","AlienCouncilShipTemplate95","1464"
"4096","the Aliens","98945","Victor-452","28110","Fiery Jewel","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","98945","Victor-452","67537","Burning Sky","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","98945","Victor-452","34668","Rough Waves","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","98945","Victor-452","15054","Obsidian Flower","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","7501","Victor-10","7500","Endless Dusk","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","16576","Victor-29","16575","Prevailing Winds","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","15055","Victor-27","6666","Dusk Wind","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","20758","Victor-36","20757","Shimmering Mountain","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","27577","Victor-61","27576","Lone Mountain","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","27236","Victor-58","27235","Dawn Mist","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","16578","Victor-30","16577","Dark Ocean","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","13224","Victor-24","13223","Ocean Wind","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","13222","Victor-23","13221","Sea Flower","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","19449","Victor-34","77071","Vast Sky","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","7284","Victor-9","7283","Blue Wind","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","9746","Victor-14","9745","Blowing Clouds","AlienCouncilShipTemplate140","1454"
"4096","the Aliens","15406","Victor-28","9546","Shadow Mountain","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","9309","Victor-12","9308","Ghost Lights","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","7501","Victor-10","6984","Rising Wave","AlienCouncilShipTemplate89","1454"
"4096","the Aliens","73002","Victor-351","73001","Faded Hope","AlienCouncilShipTemplate81","1435"
"4096","the Aliens","77664","Victor-400","77663","Eternal Memory","AlienCouncilShipTemplate81","1435"
"4096","the Aliens","28116","Victor-69","61967","Faded Gravestone","AlienCouncilShipTemplate118","1396"
"4096","the Aliens","28116","Victor-69","71234","Rushing Exodus","AlienCouncilShipTemplate118","1396"
"4096","the Aliens","28116","Victor-69","99281","Blind Justice","AlienCouncilShipTemplate142","1396"
"4096","the Aliens","98279","Victor-444","98278","Righteous Power","AlienCouncilShipTemplate142","1396"
"4096","the Aliens","28116","Victor-69","37900","Forlorn Hope","AlienCouncilShipTemplate118","1396"
"4096","the Aliens","28116","Victor-69","50020","Forgotten Vision","AlienCouncilShipTemplate142","1396"
"4096","the Aliens","28116","Victor-69","44625","New Moon","AlienCouncilShipTemplate139","1384"
"4096","the Aliens","28116","Victor-69","42262","White Snow","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","43372","Shadow Flower","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","47659","Evening Showers","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","84927","Jade Mountain","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","35704","Azure Flower","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","33876","Autumn Frost","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","73015","Shattered Steppe","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","28116","Victor-69","66838","Swift Storm","AlienCouncilShipTemplate102","1363"
"4096","the Aliens","19449","Victor-34","97970","Red Wind","AlienCouncilShipTemplate146","782"
"4096","the Aliens","98945","Victor-452","40002","Clear Frost","AlienCouncilShipTemplate146","782"
"4096","the Aliens","3910","Victor-6","57503","Rolling Clouds","AlienCouncilShipTemplate146","782"
"4096","the Aliens","81190","Victor-413","80907","Misty Ocean","AlienCouncilShipTemplate120","713"
"4096","the Aliens","28116","Victor-69","24311","Twilight Mist","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","41275","Evening Storm","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28116","Victor-69","40326","Dawn Zephyr","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","24881","Shattered Storm","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28039","Victor-63","21515","Spreading Wave","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28106","Victor-67","27242","Dominant Mountain","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28116","Victor-69","39527","Rising Wind","AlienCouncilShipTemplate96","712"
"4096","the Aliens","17272","Victor-31","9758","Spectral Storm","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","36749","Storm Echo","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","48742","Azure Mountain","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","47904","Rolling Waves","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","67552","Luminous Veil","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28116","Victor-69","81436","Valley Snow","AlienCouncilShipTemplate126","712"
"4096","the Aliens","81190","Victor-413","24549","Vernal Storm","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","47691","Endless Night","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28116","Victor-69","42329","Red Tide","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","41565","Jade River","AlienCouncilShipTemplate96","712"
"4096","the Aliens","10062","Victor-16","10061","Steel Flower","AlienCouncilShipTemplate126","712"
"4096","the Aliens","28116","Victor-69","44931","Dawn Cleaver","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","44209","Misty Veil","AlienCouncilShipTemplate96","712"
"4096","the Aliens","28116","Victor-69","76140","Lone Demon","AlienCouncilShipTemplate112","698"
"4096","the Aliens","28116","Victor-69","60380","Ruinous Fate","AlienCouncilShipTemplate136","697"
"4096","the Aliens","28116","Victor-69","99260","Rushing Demon","AlienCouncilShipTemplate136","697"
"4096","the Aliens","28116","Victor-69","46646","Primal Horror","AlienCouncilShipTemplate136","697"
"4096","the Aliens","98945","Victor-452","81261","Broken Asteroid","AlienCouncilShipTemplate111","686"
"4096","the Aliens","19449","Victor-34","76500","Swift Victory","AlienCouncilShipTemplate137","686"
"4096","the Aliens","98945","Victor-452","98281","Turbulent Nebula","AlienCouncilShipTemplate111","686"
"4096","the Aliens","98945","Victor-452","62754","Falling Moon","AlienCouncilShipTemplate111","686"
"4096","the Aliens","73002","Victor-351","73353","Faded Peace","AlienCouncilShipTemplate113","686"
"4096","the Aliens","98945","Victor-452","52283","Fading Moon","AlienCouncilShipTemplate111","686"
"4096","the Aliens","8910","Victor-11","49791","Divine Punishment","AlienCouncilShipTemplate113","686"
"4096","the Aliens","77670","Victor-401","40490","White Star","AlienCouncilShipTemplate111","686"
"4096","the Aliens","99496","Victor-456","99495","Erupting Flare","AlienCouncilShipTemplate111","686"
"4096","the Aliens","28116","Victor-69","41597","Rectified Rogue","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","48525","Obsidian Meteor","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","52002","Crescent Moon","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","40780","Nascent Protostar","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","64733","Binary Star","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","98505","Cold Star","AlienCouncilShipTemplate115","684"
"4096","the Aliens","28116","Victor-69","34420","Guiding Constellation","AlienCouncilShipTemplate115","684"
"4096","the Aliens","97045","Victor-433","97005","Furious Star","AlienCouncilShipTemplate141","676"
"4096","the Aliens","28116","Victor-69","26220","Lonely Galaxy","AlienCouncilShipTemplate133","674"
"4096","the Aliens","98945","Victor-452","73565","Dark Moon","AlienCouncilShipTemplate135","674"
"4096","the Aliens","77129","Victor-383","34423","Renegade Star","AlienCouncilShipTemplate159","674"
"4096","the Aliens","19449","Victor-34","97713","Glittering Tide","AlienCouncilShipTemplate134","674"
"4096","the Aliens","81190","Victor-413","81189","Clear Tide","AlienCouncilShipTemplate110","674"
"4096","the Aliens","81190","Victor-413","47472","Icy Wanderer","AlienCouncilShipTemplate152","674"
"4096","the Aliens","7284","Victor-9","21277","Collapsing Star","AlienCouncilShipTemplate152","674"
"4096","the Aliens","77670","Victor-401","45212","Cold Sky","AlienCouncilShipTemplate110","674"
"4096","the Aliens","98945","Victor-452","47923","Verdant Plains","AlienCouncilShipTemplate134","674"
"4096","the Aliens","3910","Victor-6","68534","Opal Mountain","AlienCouncilShipTemplate134","674"
"4096","the Aliens","28091","Victor-65","27876","Vicious Darkstar","AlienCouncilShipTemplate109","674"
"4096","the Aliens","28116","Victor-69","48796","Full Moon","AlienCouncilShipTemplate109","674"
"4096","the Aliens","28116","Victor-69","84917","Dark Void","AlienCouncilShipTemplate109","674"
"4096","the Aliens","73002","Victor-351","81407","Fiery Thunderbolt","AlienCouncilShipTemplate110","674"
"4096","the Aliens","28116","Victor-69","45650","Dark Wanderer","AlienCouncilShipTemplate109","674"
"4096","the Aliens","28116","Victor-69","47952","Black Hole","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","62763","Consuming Nebula","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","66551","Gorgeous Moon","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","62555","Red Meteor","AlienCouncilShipTemplate109","674"
"4096","the Aliens","28116","Victor-69","84869","Dark Singularity","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","52226","Fading Galaxy","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","44991","Eternal Void","AlienCouncilShipTemplate109","674"
"4096","the Aliens","42642","Victor-159","38466","Lone Mountain","AlienCouncilShipTemplate134","674"
"4096","the Aliens","98892","Victor-450","98891","Flare Star","AlienCouncilShipTemplate135","674"
"4096","the Aliens","28116","Victor-69","49840","Wandering Darkstar","AlienCouncilShipTemplate133","674"
"4096","the Aliens","50039","Victor-217","96967","Misty Forest","AlienCouncilShipTemplate134","674"
"4096","the Aliens","98154","Victor-443","30116","Roaring Sky","AlienCouncilShipTemplate110","674"
"4096","the Aliens","28116","Victor-69","42396","Decaying Proton","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","36633","Stardust Memory","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","36142","Guiding Pulsar","AlienCouncilShipTemplate133","674"
"4096","the Aliens","28116","Victor-69","36422","Singing Star","AlienCouncilShipTemplate133","674"
"4096","the Aliens","77670","Victor-401","43508","Iron Shards","AlienCouncilShipTemplate156","673"
"4096","the Aliens","98945","Victor-452","35006","Autumn Dawn","AlienCouncilShipTemplate156","673"
"4096","the Aliens","98945","Victor-452","60586","Auspicious Dawn","AlienCouncilShipTemplate156","673"
"4096","the Aliens","80852","Victor-410","44238","Iron Dawn","AlienCouncilShipTemplate156","673"
"4096","the Aliens","28116","Victor-69","44010","Austral Fury","AlienCouncilShipTemplate132","13"
"4096","the Aliens","28116","Victor-69","67323","Rising Storm","AlienCouncilShipTemplate132","13"
"4096","the Aliens","28116","Victor-69","49636","Rising Sun","AlienCouncilShipTemplate132","13"
"4096","the Aliens","28116","Victor-69","31223","Fading Sky","AlienCouncilShipTemplate132","13"
"4096","the Aliens","28116","Victor-69","29205","Stone Jewel","AlienCouncilShipTemplate132","13"
"4096","the Aliens","23399","Victor-44","26229","Golden Mountain","AlienCouncilShipTemplate132","13"
"4096","the Aliens","28116","Victor-69","38491","Jade Waves","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","38805","Striking Storm","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","36442","Twilight Zephyr","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","45288","River Mist","AlienCouncilShipTemplate108","3"
"4096","the Aliens","28116","Victor-69","49459","Spectral Dawn","AlienCouncilShipTemplate138","3"
